# accel_bits: 16
# accel_range_g: 16
# accel_source: IIS3DWBG1
# axis_orientation: x=primary_balance_axis,y=secondary,z=fore_aft
# optical_reference: 0_deg_top_dead_center_viewed_from_spinner_side
# rotation_direction: CW_viewed_from_spinner_side
# rpm_mean: 2300.000
# sample_name: rough_harmonics
# target_revolutions: 120
# tick_rate_hz: 1000000
# vibsense_csv_version: 2
tick,rev_offset,phase_deg,ax,ay,az,source,range_g,bits
1440732,55,82.101473732,783,430,298,2,16,16
1440882,55,84.171447857,756,438,283,2,16,16
1441032,55,86.241421982,747,388,276,2,16,16
1441182,55,88.311396108,679,386,257,2,16,16
1441332,55,90.381370233,659,372,267,2,16,16
1441482,55,92.451344358,638,324,251,2,16,16
1441632,55,94.521318484,628,306,235,2,16,16
1441782,55,96.591292609,551,313,226,2,16,16
1441932,55,98.661266734,546,291,211,2,16,16
1442082,55,100.731240859,478,254,203,2,16,16
1442232,55,102.801214985,464,241,182,2,16,16
1442382,55,104.871189110,427,231,127,2,16,16
1442532,55,106.941163235,403,206,165,2,16,16
1442682,55,109.011137361,358,184,177,2,16,16
1442832,55,111.081111486,327,167,80,2,16,16
1442982,55,113.151085611,287,126,120,2,16,16
1443132,55,115.221059737,288,119,113,2,16,16
1443282,55,117.291033862,266,125,94,2,16,16
1443432,55,119.361007987,221,151,131,2,16,16
1443582,55,121.430982113,180,123,92,2,16,16
1443732,55,123.500956238,219,92,107,2,16,16
1443882,55,125.570930363,197,102,82,2,16,16
1444032,55,127.640904489,173,86,102,2,16,16
1444182,55,129.710878614,163,83,90,2,16,16
1444332,55,131.780852739,175,124,72,2,16,16
1444482,55,133.850826865,160,110,49,2,16,16
1444632,55,135.920800990,179,71,89,2,16,16
1444782,55,137.990775115,163,111,82,2,16,16
1444932,55,140.060749241,174,88,115,2,16,16
1445082,55,142.130723366,116,105,96,2,16,16
1445232,55,144.200697491,151,101,92,2,16,16
1445382,55,146.270671617,135,104,89,2,16,16
1445532,55,148.340645742,146,78,72,2,16,16
1445682,55,150.410619867,164,118,104,2,16,16
1445832,55,152.480593993,151,128,100,2,16,16
1445982,55,154.550568118,154,77,111,2,16,16
1446132,55,156.620542243,127,123,131,2,16,16
1446282,55,158.690516369,103,80,92,2,16,16
1446432,55,160.760490494,124,79,76,2,16,16
1446582,55,162.830464619,94,80,82,2,16,16
1446732,55,164.900438745,104,91,81,2,16,16
1446882,55,166.970412870,94,93,56,2,16,16
1447032,55,169.040386995,74,79,34,2,16,16
1447182,55,171.110361120,12,65,87,2,16,16
1447332,55,173.180335246,39,75,65,2,16,16
1447482,55,175.250309371,-3,17,44,2,16,16
1447632,55,177.320283496,19,29,42,2,16,16
1447782,55,179.390257622,-19,63,54,2,16,16
1447932,55,181.460231747,-22,30,70,2,16,16
1448082,55,183.530205872,-24,29,44,2,16,16
1448232,55,185.600179998,-51,22,36,2,16,16
1448382,55,187.670154123,-35,13,54,2,16,16
1448532,55,189.740128248,-92,24,57,2,16,16
1448682,55,191.810102374,-91,-9,46,2,16,16
1448832,55,193.880076499,-35,3,44,2,16,16
1448982,55,195.950050624,-67,34,55,2,16,16
1449132,55,198.020024750,-51,27,30,2,16,16
1449282,55,200.089998875,-71,-5,57,2,16,16
1449432,55,202.159973000,-85,-10,47,2,16,16
1449582,55,204.229947126,-43,17,37,2,16,16
1449732,55,206.299921251,-37,33,54,2,16,16
1449882,55,208.369895376,-47,35,72,2,16,16
1450032,55,210.439869502,-53,23,88,2,16,16
1450182,55,212.509843627,-20,46,118,2,16,16
1450332,55,214.579817752,5,55,76,2,16,16
1450482,55,216.649791878,-25,57,88,2,16,16
1450632,55,218.719766003,-1,77,99,2,16,16
1450782,55,220.789740128,9,69,91,2,16,16
1450932,55,222.859714254,43,108,116,2,16,16
1451082,55,224.929688379,71,95,120,2,16,16
1451232,55,226.999662504,40,135,134,2,16,16
1451382,55,229.069636630,71,126,126,2,16,16
1451532,55,231.139610755,102,154,145,2,16,16
1451682,55,233.209584880,66,133,134,2,16,16
1451832,55,235.279559006,105,127,158,2,16,16
1451982,55,237.349533131,71,116,168,2,16,16
1452132,55,239.419507256,70,129,173,2,16,16
1452282,55,241.489481381,86,169,126,2,16,16
1452432,55,243.559455507,108,170,172,2,16,16
1452582,55,245.629429632,89,131,149,2,16,16
1452732,55,247.699403757,71,153,156,2,16,16
1452882,55,249.769377883,58,140,135,2,16,16
1453032,55,251.839352008,93,137,207,2,16,16
1453182,55,253.909326133,113,126,175,2,16,16
1453332,55,255.979300259,104,154,184,2,16,16
1453482,55,258.049274384,72,130,143,2,16,16
1453632,55,260.119248509,56,105,111,2,16,16
1453782,55,262.189222635,77,147,184,2,16,16
1453932,55,264.259196760,50,143,193,2,16,16
1454082,55,266.329170885,56,156,181,2,16,16
1454232,55,268.399145011,63,154,224,2,16,16
1454382,55,270.469119136,94,155,186,2,16,16
1454532,55,272.539093261,128,140,174,2,16,16
1454682,55,274.609067387,90,160,161,2,16,16
1454832,55,276.679041512,101,162,211,2,16,16
1454982,55,278.749015637,155,166,230,2,16,16
1455132,55,280.818989763,137,174,208,2,16,16
1455282,55,282.888963888,196,185,218,2,16,16
1455432,55,284.958938013,184,203,219,2,16,16
1455582,55,287.028912139,197,208,233,2,16,16
1455732,55,289.098886264,244,261,227,2,16,16
1455882,55,291.168860389,253,223,261,2,16,16
1456032,55,293.238834515,266,256,289,2,16,16
1456182,55,295.308808640,296,271,270,2,16,16
1456332,55,297.378782765,333,244,274,2,16,16
1456482,55,299.448756891,375,306,311,2,16,16
1456632,55,301.518731016,408,332,333,2,16,16
1456782,55,303.588705141,388,297,281,2,16,16
1456932,55,305.658679267,412,317,287,2,16,16
1457082,55,307.728653392,432,302,292,2,16,16
1457232,55,309.798627517,455,319,293,2,16,16
1457382,55,311.868601642,431,291,313,2,16,16
1457532,55,313.938575768,403,278,289,2,16,16
1457682,55,316.008549893,434,316,301,2,16,16
1457832,55,318.078524018,379,293,284,2,16,16
1457982,55,320.148498144,377,265,287,2,16,16
1458132,55,322.218472269,354,236,283,2,16,16
1458282,55,324.288446394,330,259,290,2,16,16
1458432,55,326.358420520,257,195,248,2,16,16
1458582,55,328.428394645,204,181,240,2,16,16
1458732,55,330.498368770,152,162,206,2,16,16
1458882,55,332.568342896,86,129,166,2,16,16
1459032,55,334.638317021,80,61,181,2,16,16
1459182,55,336.708291146,-30,45,130,2,16,16
1459332,55,338.778265272,-98,-7,114,2,16,16
1459482,55,340.848239397,-195,-65,99,2,16,16
1459632,55,342.918213522,-251,-92,61,2,16,16
1459782,55,344.988187648,-325,-149,37,2,16,16
1459932,55,347.058161773,-410,-185,8,2,16,16
1460082,55,349.128135898,-461,-236,-1,2,16,16
1460232,55,351.198110024,-566,-260,-23,2,16,16
1460382,55,353.268084149,-611,-319,-55,2,16,16
1460532,55,355.338058274,-708,-356,-43,2,16,16
1460682,55,357.408032400,-781,-402,-115,2,16,16
1460832,55,359.478006525,-816,-444,-113,2,16,16
1460982,56,1.547980650,-907,-446,-120,2,16,16
1461132,56,3.617954776,-940,-479,-169,2,16,16
1461282,56,5.687928901,-953,-498,-143,2,16,16
1461432,56,7.757903026,-993,-515,-122,2,16,16
1461582,56,9.827877152,-999,-543,-204,2,16,16
1461732,56,11.897851277,-990,-527,-162,2,16,16
1461882,56,13.967825402,-984,-550,-190,2,16,16
1462032,56,16.037799528,-977,-513,-166,2,16,16
1462182,56,18.107773653,-957,-510,-181,2,16,16
1462332,56,20.177747778,-956,-545,-207,2,16,16
1462482,56,22.247721903,-908,-495,-194,2,16,16
1462632,56,24.317696029,-869,-416,-175,2,16,16
1462782,56,26.387670154,-819,-430,-119,2,16,16
1462932,56,28.457644279,-756,-380,-159,2,16,16
1463082,56,30.527618405,-632,-368,-126,2,16,16
1463232,56,32.597592530,-606,-344,-49,2,16,16
1463382,56,34.667566655,-508,-285,-68,2,16,16
1463532,56,36.737540781,-414,-245,-59,2,16,16
1463682,56,38.807514906,-333,-214,-53,2,16,16
1463832,56,40.877489031,-264,-165,32,2,16,16
1463982,56,42.947463157,-159,-86,-4,2,16,16
1464132,56,45.017437282,-102,-65,54,2,16,16
1464282,56,47.087411407,-9,-3,72,2,16,16
1464432,56,49.157385533,95,46,107,2,16,16
1464582,56,51.227359658,194,50,97,2,16,16
1464732,56,53.297333783,276,129,128,2,16,16
1464882,56,55.367307909,344,127,140,2,16,16
1465032,56,57.437282034,402,176,182,2,16,16
1465182,56,59.507256159,467,253,178,2,16,16
1465332,56,61.577230285,539,218,198,2,16,16
1465482,56,63.647204410,543,281,183,2,16,16
1465632,56,65.717178535,591,256,235,2,16,16
1465782,56,67.787152661,612,316,263,2,16,16
1465932,56,69.857126786,642,343,213,2,16,16
1466082,56,71.927100911,662,362,249,2,16,16
1466232,56,73.997075037,690,343,258,2,16,16
1466382,56,76.067049162,670,368,278,2,16,16
1466532,56,78.137023287,693,381,225,2,16,16
1466682,56,80.206997413,660,338,253,2,16,16
1466832,56,82.276971538,679,338,190,2,16,16
1466982,56,84.346945663,655,294,204,2,16,16
1467132,56,86.416919789,601,303,200,2,16,16
1467282,56,88.486893914,574,271,189,2,16,16
1467432,56,90.556868039,550,259,188,2,16,16
1467582,56,92.626842164,527,247,154,2,16,16
1467732,56,94.696816290,479,261,176,2,16,16
1467882,56,96.766790415,460,210,158,2,16,16
1468032,56,98.836764540,389,188,110,2,16,16
1468182,56,100.906738666,353,184,140,2,16,16
1468332,56,102.976712791,352,122,94,2,16,16
1468482,56,105.046686916,315,107,81,2,16,16
1468632,56,107.116661042,274,140,79,2,16,16
1468782,56,109.186635167,228,112,66,2,16,16
1468932,56,111.256609292,202,82,71,2,16,16
1469082,56,113.326583418,189,75,33,2,16,16
1469232,56,115.396557543,150,91,32,2,16,16
1469382,56,117.466531668,144,26,33,2,16,16
1469532,56,119.536505794,130,36,32,2,16,16
1469682,56,121.606479919,157,35,12,2,16,16
1469832,56,123.676454044,102,35,27,2,16,16
1469982,56,125.746428170,87,44,37,2,16,16
1470132,56,127.816402295,84,34,4,2,16,16
1470282,56,129.886376420,112,54,7,2,16,16
1470432,56,131.956350546,60,8,10,2,16,16
1470582,56,134.026324671,100,32,9,2,16,16
1470732,56,136.096298796,96,28,10,2,16,16
1470882,56,138.166272922,98,21,16,2,16,16
1471032,56,140.236247047,112,2,48,2,16,16
1471182,56,142.306221172,77,31,26,2,16,16
1471332,56,144.376195298,106,42,44,2,16,16
1471482,56,146.446169423,76,28,31,2,16,16
1471632,56,148.516143548,107,36,18,2,16,16
1471782,56,150.586117674,93,37,34,2,16,16
1471932,56,152.656091799,108,64,49,2,16,16
1472082,56,154.726065924,76,38,37,2,16,16
1472232,56,156.796040050,54,46,2,2,16,16
1472382,56,158.866014175,72,3,46,2,16,16
1472532,56,160.935988300,57,-16,38,2,16,16
1472682,56,163.005962425,44,0,8,2,16,16
1472832,56,165.075936551,54,29,14,2,16,16
1472982,56,167.145910676,36,20,-3,2,16,16
1473132,56,169.215884801,6,5,10,2,16,16
1473282,56,171.285858927,10,-11,10,2,16,16
1473432,56,173.355833052,-1,-27,13,2,16,16
1473582,56,175.425807177,0,8,0,2,16,16
1473732,56,177.495781303,-30,-45,5,2,16,16
1473882,56,179.565755428,-59,-22,17,2,16,16
1474032,56,181.635729553,-92,3,-9,2,16,16
1474182,56,183.705703679,-56,8,-14,2,16,16
1474332,56,185.775677804,-107,0,-2,2,16,16
1474482,56,187.845651929,-111,-41,3,2,16,16
1474632,56,189.915626055,-102,1,-4,2,16,16
1474782,56,191.985600180,-109,-42,19,2,16,16
1474932,56,194.055574305,-133,-25,8,2,16,16
1475082,56,196.125548431,-147,-28,-21,2,16,16
1475232,56,198.195522556,-96,-54,43,2,16,16
1475382,56,200.265496681,-100,-36,-7,2,16,16
1475532,56,202.335470807,-90,3,-12,2,16,16
1475682,56,204.405444932,-39,-35,15,2,16,16
1475832,56,206.475419057,-81,14,32,2,16,16
1475982,56,208.545393183,-59,-11,26,2,16,16
1476132,56,210.615367308,-35,38,30,2,16,16
1476282,56,212.685341433,-19,49,11,2,16,16
1476432,56,214.755315559,-21,16,56,2,16,16
1476582,56,216.825289684,-38,22,33,2,16,16
1476732,56,218.895263809,7,63,74,2,16,16
1476882,56,220.965237935,19,68,61,2,16,16
1477032,56,223.035212060,37,60,81,2,16,16
1477182,56,225.105186185,12,67,69,2,16,16
1477332,56,227.175160310,86,115,126,2,16,16
1477482,56,229.245134436,60,90,82,2,16,16
1477632,56,231.315108561,70,96,59,2,16,16
1477782,56,233.385082686,125,136,103,2,16,16
1477932,56,235.455056812,132,126,114,2,16,16
1478082,56,237.525030937,94,125,120,2,16,16
1478232,56,239.595005062,112,122,100,2,16,16
1478382,56,241.664979188,75,96,133,2,16,16
1478532,56,243.734953313,101,103,146,2,16,16
1478682,56,245.804927438,98,109,101,2,16,16
1478832,56,247.874901564,66,104,117,2,16,16
1478982,56,249.944875689,126,108,127,2,16,16
1479132,56,252.014849814,64,109,94,2,16,16
1479282,56,254.084823940,145,97,106,2,16,16
1479432,56,256.154798065,69,105,117,2,16,16
1479582,56,258.224772190,49,111,130,2,16,16
1479732,56,260.294746316,95,116,157,2,16,16
1479882,56,262.364720441,116,88,120,2,16,16
1480031,56,264.434694566,61,146,134,2,16,16
1480181,56,266.504668692,102,100,145,2,16,16
1480331,56,268.574642817,107,141,153,2,16,16
1480481,56,270.644616942,99,133,135,2,16,16
1480631,56,272.714591068,125,168,143,2,16,16
1480781,56,274.784565193,134,146,130,2,16,16
1480931,56,276.854539318,149,162,149,2,16,16
1481081,56,278.924513444,162,166,166,2,16,16
1481231,56,280.994487569,175,172,174,2,16,16
1481381,56,283.064461694,216,173,167,2,16,16
1481531,56,285.134435820,245,199,165,2,16,16
1481681,56,287.204409945,237,234,196,2,16,16
1481831,56,289.274384070,260,234,202,2,16,16
1481981,56,291.344358196,344,230,232,2,16,16
1482131,56,293.414332321,327,232,219,2,16,16
1482281,56,295.484306446,344,282,247,2,16,16
1482431,56,297.554280571,352,241,248,2,16,16
1482581,56,299.624254697,427,284,269,2,16,16
1482731,56,301.694228822,435,282,249,2,16,16
1482881,56,303.764202947,429,299,224,2,16,16
1483031,56,305.834177073,485,312,256,2,16,16
1483181,56,307.904151198,489,294,254,2,16,16
1483331,56,309.974125323,445,309,281,2,16,16
1483481,56,312.044099449,464,283,275,2,16,16
1483631,56,314.114073574,475,302,241,2,16,16
1483781,56,316.184047699,468,271,264,2,16,16
1483931,56,318.254021825,458,285,270,2,16,16
1484081,56,320.323995950,377,248,225,2,16,16
1484231,56,322.393970075,367,270,257,2,16,16
1484381,56,324.463944201,358,223,219,2,16,16
1484531,56,326.533918326,316,212,213,2,16,16
1484681,56,328.603892451,271,153,193,2,16,16
1484831,56,330.673866577,194,120,185,2,16,16
1484981,56,332.743840702,163,87,157,2,16,16
1485131,56,334.813814827,77,69,136,2,16,16
1485281,56,336.883788953,17,23,103,2,16,16
1485431,56,338.953763078,-46,-22,72,2,16,16
1485581,56,341.023737203,-141,-43,76,2,16,16
1485731,56,343.093711329,-204,-121,39,2,16,16
1485881,56,345.163685454,-323,-144,18,2,16,16
1486031,56,347.233659579,-358,-225,-10,2,16,16
1486181,56,349.303633705,-450,-226,-28,2,16,16
1486331,56,351.373607830,-521,-266,-13,2,16,16
1486481,56,353.443581955,-605,-329,-117,2,16,16
1486631,56,355.513556081,-718,-361,-90,2,16,16
1486781,56,357.583530206,-711,-405,-103,2,16,16
1486931,56,359.653504331,-771,-439,-135,2,16,16
1487081,57,1.723478457,-803,-459,-156,2,16,16
1487231,57,3.793452582,-907,-479,-163,2,16,16
1487381,57,5.863426707,-942,-543,-165,2,16,16
1487531,57,7.933400832,-934,-490,-177,2,16,16
1487681,57,10.003374958,-965,-536,-220,2,16,16
1487831,57,12.073349083,-968,-538,-203,2,16,16
1487981,57,14.143323208,-934,-537,-187,2,16,16
1488131,57,16.213297334,-936,-543,-235,2,16,16
1488281,57,18.283271459,-918,-531,-218,2,16,16
1488431,57,20.353245584,-877,-490,-227,2,16,16
1488581,57,22.423219710,-883,-507,-210,2,16,16
1488731,57,24.493193835,-819,-449,-224,2,16,16
1488881,57,26.563167960,-745,-430,-168,2,16,16
1489031,57,28.633142086,-708,-424,-158,2,16,16
1489181,57,30.703116211,-605,-373,-149,2,16,16
1489331,57,32.773090336,-564,-352,-91,2,16,16
1489481,57,34.843064462,-447,-283,-139,2,16,16
1489631,57,36.913038587,-426,-259,-50,2,16,16
1489781,57,38.983012712,-288,-182,-71,2,16,16
1489931,57,41.052986838,-219,-178,-36,2,16,16
1490081,57,43.122960963,-135,-72,-2,2,16,16
1490231,57,45.192935088,-21,-31,23,2,16,16
1490381,57,47.262909214,65,-9,19,2,16,16
1490531,57,49.332883339,119,-3,28,2,16,16
1490681,57,51.402857464,191,66,83,2,16,16
1490831,57,53.472831590,306,92,77,2,16,16
1490981,57,55.542805715,364,146,122,2,16,16
1491131,57,57.612779840,461,170,145,2,16,16
1491281,57,59.682753966,494,215,175,2,16,16
1491431,57,61.752728091,544,267,168,2,16,16
1491581,57,63.822702216,581,241,173,2,16,16
1491731,57,65.892676342,597,280,178,2,16,16
1491881,57,67.962650467,643,270,170,2,16,16
1492031,57,70.032624592,702,292,168,2,16,16
1492181,57,72.102598718,687,326,222,2,16,16
1492331,57,74.172572843,673,322,192,2,16,16
1492481,57,76.242546968,692,310,215,2,16,16
1492631,57,78.312521093,699,320,191,2,16,16
1492781,57,80.382495219,667,301,161,2,16,16
1492931,57,82.452469344,644,291,151,2,16,16
1493081,57,84.522443469,620,263,165,2,16,16
1493231,57,86.592417595,617,282,143,2,16,16
1493381,57,88.662391720,583,215,165,2,16,16
1493531,57,90.732365845,568,227,118,2,16,16
1493681,57,92.802339971,528,230,107,2,16,16
1493831,57,94.872314096,487,178,97,2,16,16
1493981,57,96.942288221,401,166,96,2,16,16
1494131,57,99.012262347,393,150,64,2,16,16
1494281,57,101.082236472,363,124,85,2,16,16
1494431,57,103.152210597,322,116,48,2,16,16
1494581,57,105.222184723,293,80,17,2,16,16
1494731,57,107.292158848,237,117,35,2,16,16
1494881,57,109.362132973,211,62,-16,2,16,16
1495031,57,111.432107099,194,57,14,2,16,16
1495181,57,113.502081224,182,29,-1,2,16,16
1495331,57,115.572055349,157,-14,-39,2,16,16
1495481,57,117.642029475,133,7,-40,2,16,16
1495631,57,119.712003600,90,2,-19,2,16,16
1495781,57,121.781977725,116,-9,-22,2,16,16
1495931,57,123.851951851,92,-12,-2,2,16,16
1496081,57,125.921925976,71,-28,-46,2,16,16
1496231,57,127.991900101,71,-25,-44,2,16,16
1496381,57,130.061874227,42,-30,-29,2,16,16
1496531,57,132.131848352,26,-12,-37,2,16,16
1496681,57,134.201822477,3,-43,-6,2,16,16
1496831,57,136.271796603,58,-48,-37,2,16,16
1496981,57,138.341770728,49,-38,-65,2,16,16
1497131,57,140.411744853,35,-26,-23,2,16,16
1497281,57,142.481718979,43,-21,-47,2,16,16
1497431,57,144.551693104,12,-14,-39,2,16,16
1497581,57,146.621667229,62,5,-39,2,16,16
1497731,57,148.691641354,61,-44,-56,2,16,16
1497881,57,150.761615480,16,-48,-67,2,16,16
1498031,57,152.831589605,12,-52,-39,2,16,16
1498181,57,154.901563730,-6,-36,-26,2,16,16
1498331,57,156.971537856,10,-16,-41,2,16,16
1498481,57,159.041511981,-36,-51,-44,2,16,16
1498631,57,161.111486106,-28,-52,-24,2,16,16
1498781,57,163.181460232,-33,-27,6,2,16,16
1498931,57,165.251434357,-26,-53,-68,2,16,16
1499081,57,167.321408482,-59,-33,-51,2,16,16
1499231,57,169.391382608,-39,-25,-69,2,16,16
1499381,57,171.461356733,-58,-55,-77,2,16,16
1499531,57,173.531330858,-88,-51,-89,2,16,16
1499681,57,175.601304984,-119,-76,-76,2,16,16
1499831,57,177.671279109,-116,-101,-75,2,16,16
1499981,57,179.741253234,-130,-72,-76,2,16,16
1500131,57,181.811227360,-123,-113,-72,2,16,16
1500281,57,183.881201485,-190,-106,-94,2,16,16
1500431,57,185.951175610,-171,-139,-99,2,16,16
1500581,57,188.021149736,-193,-109,-49,2,16,16
1500731,57,190.091123861,-189,-128,-65,2,16,16
1500881,57,192.161097986,-212,-121,-66,2,16,16
1501031,57,194.231072112,-220,-163,-63,2,16,16
1501181,57,196.301046237,-182,-97,-69,2,16,16
1501331,57,198.371020362,-232,-103,-73,2,16,16
1501481,57,200.440994488,-202,-128,-66,2,16,16
1501631,57,202.510968613,-218,-117,-100,2,16,16
1501781,57,204.580942738,-176,-109,-23,2,16,16
1501931,57,206.650916864,-196,-121,-85,2,16,16
1502081,57,208.720890989,-180,-98,-47,2,16,16
1502231,57,210.790865114,-187,-118,-62,2,16,16
1502381,57,212.860839240,-176,-64,-43,2,16,16
1502531,57,214.930813365,-189,-104,-16,2,16,16
1502681,57,217.000787490,-112,-59,-42,2,16,16
1502831,57,219.070761615,-110,-57,-31,2,16,16
1502981,57,221.140735741,-136,-48,-15,2,16,16
1503131,57,223.210709866,-92,-45,2,2,16,16
1503281,57,225.280683991,-106,-24,23,2,16,16
1503431,57,227.350658117,-83,-10,-34,2,16,16
1503581,57,229.420632242,-51,-19,-22,2,16,16
1503731,57,231.490606367,-40,-2,-5,2,16,16
1503881,57,233.560580493,-30,1,16,2,16,16
1504031,57,235.630554618,-35,-5,22,2,16,16
1504181,57,237.700528743,-58,-3,32,2,16,16
1504331,57,239.770502869,-60,9,17,2,16,16
1504481,57,241.840476994,-28,-10,-6,2,16,16
1504631,57,243.910451119,-48,52,-6,2,16,16
1504781,57,245.980425245,-46,38,23,2,16,16
1504931,57,248.050399370,-86,-22,51,2,16,16
1505081,57,250.120373495,-89,0,43,2,16,16
1505231,57,252.190347621,-67,-7,60,2,16,16
1505381,57,254.260321746,-26,4,33,2,16,16
1505531,57,256.330295871,-86,-4,1,2,16,16
1505681,57,258.400269997,-53,12,34,2,16,16
1505831,57,260.470244122,-31,18,39,2,16,16
1505981,57,262.540218247,-74,-6,71,2,16,16
1506131,57,264.610192373,-77,-17,30,2,16,16
1506281,57,266.680166498,-65,-5,47,2,16,16
1506431,57,268.750140623,-32,0,23,2,16,16
1506581,57,270.820114749,-53,7,14,2,16,16
1506731,57,272.890088874,-50,33,44,2,16,16
1506881,57,274.960062999,-37,40,64,2,16,16
1507031,57,277.030037125,-10,32,33,2,16,16
1507181,57,279.100011250,43,40,85,2,16,16
1507331,57,281.169985375,9,29,89,2,16,16
1507481,57,283.239959501,28,61,111,2,16,16
1507631,57,285.309933626,88,56,85,2,16,16
1507781,57,287.379907751,76,102,94,2,16,16
1507931,57,289.449881876,101,101,108,2,16,16
1508081,57,291.519856002,136,91,125,2,16,16
1508231,57,293.589830127,159,125,130,2,16,16
1508381,57,295.659804252,171,100,132,2,16,16
1508531,57,297.729778378,200,166,144,2,16,16
1508681,57,299.799752503,216,142,138,2,16,16
1508831,57,301.869726628,278,194,133,2,16,16
1508981,57,303.939700754,259,158,182,2,16,16
1509131,57,306.009674879,292,170,166,2,16,16
1509281,57,308.079649004,275,157,171,2,16,16
1509431,57,310.149623130,281,168,182,2,16,16
1509581,57,312.219597255,282,167,151,2,16,16
1509731,57,314.289571380,300,176,142,2,16,16
1509881,57,316.359545506,275,150,157,2,16,16
1510031,57,318.429519631,278,148,140,2,16,16
1510181,57,320.499493756,270,169,162,2,16,16
1510331,57,322.569467882,220,124,113,2,16,16
1510481,57,324.639442007,159,90,130,2,16,16
1510631,57,326.709416132,120,67,103,2,16,16
1510781,57,328.779390258,67,33,107,2,16,16
1510931,57,330.849364383,-13,21,71,2,16,16
1511081,57,332.919338508,-42,-62,63,2,16,16
1511231,57,334.989312634,-151,-76,31,2,16,16
1511381,57,337.059286759,-166,-76,-2,2,16,16
1511531,57,339.129260884,-242,-133,-4,2,16,16
1511681,57,341.199235010,-329,-217,-68,2,16,16
1511831,57,343.269209135,-396,-220,-55,2,16,16
1511981,57,345.339183260,-505,-304,-109,2,16,16
1512131,57,347.409157386,-575,-333,-120,2,16,16
1512281,57,349.479131511,-637,-376,-156,2,16,16
1512431,57,351.549105636,-716,-403,-138,2,16,16
1512581,57,353.619079762,-813,-425,-202,2,16,16
1512731,57,355.689053887,-831,-467,-189,2,16,16
1512881,57,357.759028012,-923,-498,-225,2,16,16
1513031,57,359.829002137,-978,-545,-238,2,16,16
1513181,58,1.898976263,-1028,-588,-254,2,16,16
1513331,58,3.968950388,-1064,-625,-277,2,16,16
1513481,58,6.038924513,-1116,-618,-300,2,16,16
1513631,58,8.108898639,-1109,-638,-321,2,16,16
1513781,58,10.178872764,-1122,-654,-325,2,16,16
1513931,58,12.248846889,-1133,-693,-343,2,16,16
1514081,58,14.318821015,-1137,-664,-300,2,16,16
1514231,58,16.388795140,-1119,-692,-317,2,16,16
1514381,58,18.458769265,-1094,-662,-314,2,16,16
1514531,58,20.528743391,-1061,-656,-281,2,16,16
1514681,58,22.598717516,-1014,-642,-321,2,16,16
1514831,58,24.668691641,-963,-602,-269,2,16,16
1514981,58,26.738665767,-893,-564,-264,2,16,16
1515131,58,28.808639892,-854,-538,-265,2,16,16
1515281,58,30.878614017,-830,-491,-210,2,16,16
1515431,58,32.948588143,-744,-451,-196,2,16,16
1515581,58,35.018562268,-623,-416,-224,2,16,16
1515731,58,37.088536393,-565,-389,-192,2,16,16
1515881,58,39.158510519,-449,-314,-146,2,16,16
1516031,58,41.228484644,-359,-304,-114,2,16,16
1516181,58,43.298458769,-270,-196,-116,2,16,16
1516331,58,45.368432895,-221,-176,-49,2,16,16
1516481,58,47.438407020,-113,-119,-35,2,16,16
1516631,58,49.508381145,-11,-125,-6,2,16,16
1516781,58,51.578355271,51,-66,-19,2,16,16
1516931,58,53.648329396,135,-13,5,2,16,16
1517081,58,55.718303521,196,22,38,2,16,16
1517231,58,57.788277647,281,68,85,2,16,16
1517381,58,59.858251772,347,83,45,2,16,16
1517531,58,61.928225897,373,125,61,2,16,16
1517681,58,63.998200023,470,166,81,2,16,16
1517831,58,66.068174148,469,151,82,2,16,16
1517981,58,68.138148273,504,184,94,2,16,16
1518131,58,70.208122398,522,204,98,2,16,16
1518281,58,72.278096524,564,207,124,2,16,16
1518431,58,74.348070649,560,203,110,2,16,16
1518581,58,76.418044774,547,234,105,2,16,16
1518731,58,78.488018900,523,207,100,2,16,16
1518881,58,80.557993025,536,198,107,2,16,16
1519031,58,82.627967150,485,206,78,2,16,16
1519181,58,84.697941276,503,183,91,2,16,16
1519331,58,86.767915401,436,171,53,2,16,16
1519481,58,88.837889526,461,147,57,2,16,16
1519631,58,90.907863652,415,143,35,2,16,16
1519781,58,92.977837777,372,117,-7,2,16,16
1519931,58,95.047811902,379,102,12,2,16,16
1520081,58,97.117786028,326,98,-8,2,16,16
1520231,58,99.187760153,255,48,13,2,16,16
1520381,58,101.257734278,228,41,-30,2,16,16
1520531,58,103.327708404,218,33,-24,2,16,16
1520681,58,105.397682529,170,-5,-47,2,16,16
1520831,58,107.467656654,129,-16,-51,2,16,16
1520981,58,109.537630780,71,-37,-61,2,16,16
1521131,58,111.607604905,88,-63,-67,2,16,16
1521281,58,113.677579030,78,-45,-80,2,16,16
1521431,58,115.747553156,2,-81,-101,2,16,16
1521581,58,117.817527281,15,-79,-113,2,16,16
1521731,58,119.887501406,0,-125,-85,2,16,16
1521881,58,121.957475532,29,-86,-79,2,16,16
1522031,58,124.027449657,-31,-83,-139,2,16,16
1522181,58,126.097423782,-8,-88,-119,2,16,16
1522331,58,128.167397908,-15,-122,-135,2,16,16
1522481,58,130.237372033,-32,-92,-115,2,16,16
1522631,58,132.307346158,-55,-64,-80,2,16,16
1522781,58,134.377320283,-33,-114,-104,2,16,16
